" hold_court.6170.desc0: ""[6170_vassal.Custom2('MyCharacterIntroduction', ROOT.Char)"|"U] stands before me, a concerned expression on [6170_vassal.GetHerHis] face. ""My [ROOT.Char.GetLadyLord], I come on behalf of [6170_relative.Custom2('MyCharacterIntroduction', 6170_vassal)].\n\n""[6170_relative.GetSheHe"|"U] has been ignobly imprisoned by [6170_rival.Custom2('YourCharacterIntroduction', 6170_vassal)] for trivial and preposterous reasons. My heart bleeds for the miserable conditions which my poor [6170_vassal.Custom2('RelationToMe', SCOPE.sC('6170_relative'))] must endure...\n\n""Please, show [6170_relative.GetHerHim] mercy and order [6170_relative.GetHerHim] to be released!"""""
" hold_court.6170.a0: ""Let [6170_relative.GetFirstNameNoTooltip] be free!"""|""|""
" hold_court.6170.b0: ""[6170_rival.GetFirstNameNoTooltip] must have had a good reason to imprison [6170_relative.GetHerHim]."""|""|""
" hold_court.6170.c0: ""I will only concede [6170_relative.GetHerHim] a small mercy."""|""|""
" hold_court.6170.d0: ""Off with the head, off with the problem!"""|""|""
" hold_court.6170.e0: ""I really don't care about your squabbles."""|""|""
" #The Shadow Behind the Throne"|""|""
" hold_court.6180.t0: ""The Shadow Behind the Throne"""|""|""
" hold_court.6180.desc0: """"My [6180_enemy.Custom2('RelationToMe', ROOT.Char)]"", begins [6180_enemy.Custom2('MyCharacterIntroduction', ROOT.Char)], ""many who are close to you have been growing increasingly worried about the constant presence of your $chief_eunuch_court_position$ around you.\n\n""Wherever you go, [c_eunuch.GetSheHe] watches over you, whenever you hold court, [c_eunuch.GetSheHe] stands by you, and whatever you say, [c_eunuch.GetSheHe] has whispered it in your ear a moment before!\n\n""We beg of you, get rid of [c_eunuch.GetFirstNamePossessive] subtle manipulations!"""""|""|""
" hold_court.6180.a0: ""I guess I shouldn't rely on [c_eunuch.GetHerHim] so much..."""|""|""
" hold_court.6180.b0: ""Right! I don't need [c_eunuch.GetFirstNamePossessiveNoTooltip] lies!"""|""|""
" hold_court.6180.c0: ""I certainly trust [c_eunuch.GetFirstNameNoTooltip] more than #EMP you#!!"""|""|""
" hold_court.6180.d0: ""Blasphemy! Eunuchs are like angels standing by [ROOT.Char.GetFaith.HighGodName]!"""|""|""
" hold_court.6180.e0: ""Why don't you replace [c_eunuch.GetHerHim] then?!"""|""|""
" hold_court.6180.f0: ""Unfounded concerns. Dismissed."""|""|""
" #A Shadow in the Night"|""|""
" hold_court.6190.t0: ""A Shadow in the Night"""|""|""
" hold_court.6190.desc0: ""The [6190_local.GetWomanMan] who approaches my throne is clearly a commoner. ""My [ROOT.Char.GetLadyLord],"" [6190_local.GetSheHe] begins [6190_local.GetHerHis] speech, ""I represent the local community of [capital.GetNameNoTooltip].""\n\n""In the last few months, our cemeteries have been plagued with the disappearance of bodies! All had been dug up and left no trace. At first, we feared wild animals, or obscure powers at work, but then your own $court_physician_court_position$ [physician.GetTitledFirstName] was caught red-handed hauling the dead away for [physician.GetHerHis] experiments!\n\n""Please, put a stop to this blasphemy!"""""|""|""
" hold_court.6190.a0: ""Studying the human body is a sad necessity."""|""|""
" hold_court.6190.b0: ""Why didn't you invite me, [physician.GetFirstNameNoTooltip]?!"""|""|""
" hold_court.6190.c0: ""Fresh — #EMP living#! — bodies make for better test subjects..."""|""|""
" hold_court.6190.d0: ""#EMP GUARDS!#! Arrest the grave-robber!"""|""|""
" hold_court.6190.e0: ""[physician.GetFirstNameNoTooltip], just cut it off."""|""|""
" #The Monster of X"|""|""
" hold_court.6200.t0: ""The Monster of [6200_province.GetNameNoTooltip]"""|""|""
" hold_court.6200.desc0: ""A haggard-looking peasant now stands in front of me. ""My [ROOT.Char.GetLadyLord], I beg for your help! \n\n""A #EMP monster#! prowls in the [6200_province.Custom('TerrainTypeProvince')] of [6200_province.GetName], killing cattle and farmers alike... Few have seen it, but the mangled remains of its poor victims leave no doubt: it's clearly a huge [ROOT.Char.Custom('LocalAnimal')], as bloodthirsty as few have ever been seen!\n\n""Please, send your strongest hunters and save us from its voracious jaws!"""""|""|""
" hold_court.6200.a0: ""Take this gold and hire some hunters yourself."""|""|""
" hold_court.6200.b0: ""My $master_of_hunt_court_position$ [m_hunt.GetFirstNameNoTooltip] will look into it."""|""|""
" hold_court.6200.b.success0: ""[m_hunt.GetFirstNameNoTooltip] slays the monster"""|""|""
" hold_court.6200.b.success.tt0: ""Monster Killed"""|""|""
" hold_court.6200.b.failure0: ""[m_hunt.GetFirstNameNoTooltip] is hurt by the beast"""|""|""
" hold_court.6200.b.failure.tt0: ""Monster Unscathed"""|""|""
" hold_court.6200.b.crit_failure0: ""[m_hunt.GetFirstNameNoTooltip] is killed by wild animals"""|""|""
" hold_court.6200.b.crit_failure.tt0: ""Monster Triumphant"""|""|""
" hold_court.6200.c0: ""My $champion_court_position$ [champion.GetFirstNameNoTooltip] will slay the beast!"""|""|""
" hold_court.6200.c.success0: ""[champion.GetFirstNameNoTooltip] kills the beast"""|""|""
" hold_court.6200.c.failure0: ""[champion.GetFirstNameNoTooltip] is hurt by the beast"""|""|""
" hold_court.6200.c.crit_failure0: ""[champion.GetFirstNameNoTooltip] is killed by the monster"""|""|""
" hold_court.6200.d0: ""I shall fell the beast myself!"""|""|""
" hold_court.6200.d.tt0: ""You will depart as soon as possible."""|""|""
" hold_court.6200.e0: ""That sounds like #EMP your#! problem."""|""|""
" hold_court.6201.desc_start0: ""All the preparations completed, I set out with a selected group of guards to face the infamous monster that is terrorizing [6200_province.GetNameNoTooltip]."""|""|""
" hold_court.6201.desc0: ""It doesn't take us long to find it — a clear trail of blood leads us straight to the creature's abode.\n\nI was already informed of what to expect but, when the massive [ROOT.Char.Custom('LocalAnimal')] finally stands in front of me, I can't help but shiver."""|""|""
" hold_court.6201.desc_hare0: ""However, no matter how hard we search — high and low — we can't find any trace of the foul [ROOT.Char.Custom('LocalAnimal')].\n\nMy companions are getting antsy and, to be fair, I'm quite tired of the whole business too..."""|""|""
" hold_court.6201.a0: ""Face me, you foul beast!"""|""|""
" hold_court.6201.a.success0: ""You slaughter the monster"""|""|""
" hold_court.6201.a.failure0: ""You are hurt by the beast"""|""|""
" hold_court.6201.a.crit_failure0: ""You are killed by the beast"""|""|""
" hold_court.6201.b0: ""The monster cowered at my arrival!"""|""|""
" hold_court.6201.c0: ""#EMP Wow, that animal is larger than I expected...#!"""|""|""
" hold_court.6201.c.tt0: ""You leave the villagers to fend for themselves."""|""|""
" #A Land of Barbarians"|""|""
" hold_court.6210.t0: ""A Land of Barbarians"""|""|""
" hold_court.6210.desc0: """"My [ROOT.Char.GetLadyLord], I regret to inform you that I am at the end of my tether!"" [6210_vassal.Custom2('MyCharacterIntroduction', ROOT.Char)] is clearly exasperated.\n\n""The people over which I should rule are an uncontrollable mob of unruly barbarians, with ridiculous customs and a #EMP terrible#! taste for food! All my efforts so far have been in vain — it just seems impossible to make civilized people out of them.\n\n""I am afraid a strong intervention from above is the only solution available now."""""|""|""
" hold_court.6210.a0: ""[steward.GetFirstNameNoTooltip], show them the right way."""|""|""
" hold_court.6210.b0: ""Let's show them our greatness, they'll change their mind!"""|""|""
" hold_court.6210.b.tt0: ""You send your $royal_architect_court_position$ to develop the counties' infrastructure."""|""|""
" hold_court.6210.c0: ""We respect the traditions of all our subjects."""|""|""
" hold_court.6210.d0: ""As long as they pay their taxes, I don't care."""|""|""
" #Studying the Dead"|""|""
" hold_court.6220.t0: ""Studying the Dead"""|""|""
" hold_court.6220.desc0: """"My [ROOT.Char.GetLadyLord], this is #EMP outrageous#!!"" An agitated [6220_vassal.GetTitledFirstName] stands before my throne.\n\n""The body of my poor [6220_vassal.Custom2('RelationToMe', SCOPE.sC('6220_relative'))], the recently-deceased [6220_relative.GetTitledFirstName], has been #EMP violated#! by that #EMP fiend#! you keep as your $court_physician_court_position$, [physician.GetFirstName]! That vile monster has tampered with the corpse, using it to practice [physician.GetHerHis] obscure knowledge and leaving it disfigured and defaced! Please, [physician.GetSheHe] can't go unpunished!""\n\nOf course, [physician.GetFirstName] looks appropriately offended by the accusations: ""I have no idea of what that [6220_vassal.GetWomanMan] is talking about, my [ROOT.Char.GetLadyLord]!"""""|""|""
" hold_court.6220.a0: ""Slander! I trust [physician.GetFirstNameNoTooltip]."""|""|""
" hold_court.6220.b0: ""Sacrilegious! Guards, arrest [physician.GetFirstNameNoTooltip]!"""|""|""
" hold_court.6220.c0: ""Who is telling the truth?"""|""|""
" hold_court.6220.c.vassal0: ""[6220_vassal.GetFirstNameNoTooltip] is lying"""|""|""
" hold_court.6220.c.physician0: ""[physician.GetFirstNameNoTooltip] is lying"""|""|""
" hold_court.6220.c.failure0: ""You can't find who is lying"""|""|""
" hold_court.6220.d0: ""So what?"""|""|""
" #A Massive Problem"|""|""
" hold_court.6230.t0: ""A #EMP Massive#! Problem"""|""|""
" hold_court.6230.desc0: """"My [ROOT.Char.GetLadyLord], a moment of your attention, if I may..."" [6230_vassal.Custom2('MyCharacterIntroduction', ROOT.Char)"|"U] speaks up. ""[6230_province.GetName] has been suffering from quite a #EMP cumbersome#! problem in the last weeks...\n\n""You see, a #EMP completely out-of-control#! herd of elephants has been going on a rampage throughout the county, leaving behind a trail of devastation and, on occasion, death! Their fearsome trumpeting echoes in our ears night and day — I can still hear it even now!"" [6230_vassal.GetSheHe] proceeds to make unbecoming #EMP trumpeting noises#!. ""Please, my [ROOT.Char.GetLadyLord], send help!"""""|""
" hold_court.6230.a0: ""Take some gold and rebuild."""|""|""
" hold_court.6230.b0: ""I'll send someone to stop the beasts."""|""|""
" hold_court.6230.b.success0: ""Your hunters capture the wild elephants"""|""|""
" hold_court.6230.b.success.tt0: ""Elephants Domesticated"""|""|""
" hold_court.6230.b.failure0: ""The elephants continue their rampage"""|""|""
" hold_court.6230.b.failure.tt0: ""Elephants on a Rampage"""|""|""
" hold_court.6230.c0: ""Elephants, horses, same thing... [m_horse.GetFirstNameNoTooltip], handle it!"""|""|""
" hold_court.6230.c.success0: ""Your $master_of_horse_court_position$ captures the elephants"""|""|""
" hold_court.6230.d0: ""$hinduism_good_god_ganesh$ guides them."""|""|""
" hold_court.6230.e0: ""I don't have time for this nonsense."""|""|""
" hold_court.6230.f0: ""Kill all the foul beasts."""|""|""
